Timestamp,N,P,K,pH,Moisture,Fertile,Timestamp_Display,Predicted_Fertility,Predicted_Fertility_Label,RAG_Issues,RAG_Recommendations,Final_Assessment
2026-01-04 23:00:00,27,42,60,6.54,47,0,"Jan 04, 23:00",0,Not Fertile,Phosphorus (P) is HIGH (42/15),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 00:00:00,43,20,54,6.7,52,1,"Jan 05, 00:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 01:00:00,52,11,28,6.12,71,0,"Jan 05, 01:00",0,Not Fertile,Nitrogen (N) is HIGH (52/20); Phosphorus (P) is LOW (11/40); Potassium (K) is LOW (28/60); Moisture is HIGH (71/30),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 02:00:00,28,15,54,6.71,30,1,"Jan 05, 02:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 03:00:00,54,43,55,6.79,73,0,"Jan 05, 03:00",0,Not Fertile,Nitrogen (N) is HIGH (54/20); Phosphorus (P) is HIGH (43/15); Moisture is HIGH (73/30),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 04:00:00,34,36,52,6.86,73,0,"Jan 05, 04:00",0,Not Fertile,Moisture is HIGH (73/30),Soil moisture optimal range: 30-70% water holding capacity.,NOT FERTILE - Action needed
2026-01-05 05:00:00,44,37,62,6.7,73,0,"Jan 05, 05:00",0,Not Fertile,Potassium (K) is HIGH (62/30); Moisture is HIGH (73/30),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; Soil moisture optimal range: 30-70% water holding capacity.",NOT FERTILE - Action needed
2026-01-05 06:00:00,49,20,41,7.71,46,0,"Jan 05, 06:00",0,Not Fertile,pH is HIGH (7.71/6.0),Soil pH affects nutrient availability. Optimal for most crops: 6.0-7.5 (slightly acidic to neutral).,NOT FERTILE - Action needed
2026-01-05 07:00:00,16,12,47,7.57,25,0,"Jan 05, 07:00",0,Not Fertile,Nitrogen (N) is LOW (16/50); Phosphorus (P) is LOW (12/40); pH is HIGH (7.57/6.0); Moisture is LOW (25/70),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 08:00:00,25,29,28,7.31,70,0,"Jan 05, 08:00",0,Not Fertile,Potassium (K) is LOW (28/60),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 09:00:00,19,14,29,6.33,33,0,"Jan 05, 09:00",0,Not Fertile,Nitrogen (N) is LOW (19/50); Phosphorus (P) is LOW (14/40); Potassium (K) is LOW (29/60),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 10:00:00,41,19,49,6.97,68,1,"Jan 05, 10:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 11:00:00,55,16,22,6.15,58,0,"Jan 05, 11:00",0,Not Fertile,Nitrogen (N) is HIGH (55/20); Potassium (K) is LOW (22/60),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 12:00:00,35,28,64,7.01,55,0,"Jan 05, 12:00",0,Not Fertile,Potassium (K) is HIGH (64/30),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 13:00:00,16,27,33,6.93,37,0,"Jan 05, 13:00",0,Not Fertile,Nitrogen (N) is LOW (16/50),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 14:00:00,35,38,57,7.17,63,1,"Jan 05, 14:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 15:00:00,37,13,30,7.01,66,0,"Jan 05, 15:00",0,Not Fertile,Phosphorus (P) is LOW (13/40),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 16:00:00,35,38,44,6.29,26,0,"Jan 05, 16:00",0,Not Fertile,Moisture is LOW (26/70),Soil moisture optimal range: 30-70% water holding capacity.,NOT FERTILE - Action needed
2026-01-05 17:00:00,23,19,28,5.84,76,0,"Jan 05, 17:00",0,Not Fertile,Potassium (K) is LOW (28/60); pH is LOW (5.84/7.5); Moisture is HIGH (76/30),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; Soil pH affects nutrient availability. Optimal for most crops: 6.0-7.5 (slightly acidic to neutral).",NOT FERTILE - Action needed
2026-01-05 18:00:00,38,18,31,6.51,53,1,"Jan 05, 18:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 19:00:00,29,26,40,7.16,58,1,"Jan 05, 19:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 20:00:00,25,29,40,6.34,66,1,"Jan 05, 20:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
2026-01-05 21:00:00,46,30,27,7.66,38,0,"Jan 05, 21:00",0,Not Fertile,Potassium (K) is LOW (27/60); pH is HIGH (7.66/6.0),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; Soil pH affects nutrient availability. Optimal for most crops: 6.0-7.5 (slightly acidic to neutral).",NOT FERTILE - Action needed
2026-01-05 22:00:00,55,18,23,6.78,52,0,"Jan 05, 22:00",0,Not Fertile,Nitrogen (N) is HIGH (55/20); Potassium (K) is LOW (23/60),"If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).; If nitrogen is low: Apply compost, aged manure, or nitrogen fertilizers (urea, ammonium nitrate).",NOT FERTILE - Action needed
2026-01-05 23:00:00,37,25,48,7.45,40,1,"Jan 05, 23:00",1,Fertile,All parameters optimal,Continue current practices,FERTILE - Excellent condition
